movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
Devil's Due,Fox,21100000.0,2014,14,2014-01-17,7000000,15821461,36146087,11553,[27],79316,en,5.893,2014-01-17,Devil's Due,4.5,303,[27]
A Most Wanted Man,RAtt.,19000000.0,2014,76,2014-07-25,15000000,17237855,36068890,11166,[53],157849,en,10.267000000000001,2014-07-25,A Most Wanted Man,6.5,784,[53]
The Best of Me,Rela.,9200000.0,2014,42,2014-10-17,26000000,26766213,41059418,11256,"[18, 10749]",239571,en,8.622,2014-10-17,The Best of Me,7.3,1512,"[18, 10749]"
The November Man,Rela.,7500000.0,2014,61,2014-08-27,15000000,25018119,34820335,11065,"[80, 28, 53]",254904,en,17.747,2014-08-27,The November Man,6.1,852,"[80, 28, 53]"
When the Game Stands Tall,TriS,41100000.0,2014,50,2014-08-22,15000000,30127963,30138912,11528,[18],232679,en,6.08,2014-08-22,When the Game Stands Tall,6.6,185,[18]
Draft Day,LG/S,620000.0,2014,36,2014-04-11,25000000,28842237,29847480,11162,[18],200505,en,10.581,2014-04-11,Draft Day,6.6,460,[18]
Big Eyes,Wein.,14800000.0,2014,23,2014-12-25,10000000,14482031,27317872,11119,[18],87093,en,12.017000000000001,2014-12-25,Big Eyes,7.0,2153,[18]
Top Five,Par.,800000.0,2014,80,2014-12-12,12000000,25317379,26001741,11494,"[18, 35]",284296,en,6.322,2014-12-12,Top Five,6.3,281,"[18, 35]"
And So It Goes,CE,10200000.0,2014,14,2014-07-25,18000000,15160801,17920013,11284,"[35, 18, 10749]",253235,en,8.235,2014-07-25,And So It Goes,5.9,264,"[35, 18, 10749]"
A Haunted House 2,ORF,6600000.0,2014,89,2014-04-18,4000000,17329487,21206861,11410,"[35, 27]",184345,en,6.9479999999999995,2014-04-18,A Haunted House 2,5.5,597,"[35, 27]"
The Railway Man,Wein.,17900000.0,2014,33,2014-04-11,18000000,4438438,23910210,11197,"[18, 36]",127560,en,9.582,2014-04-11,The Railway Man,6.9,408,"[18, 36]"
Mr. Turner,SPC,18200000.0,2014,18,2014-12-19,14000000,3958546,25187026,11314,"[36, 18]",245700,en,7.8839999999999995,2014-12-19,Mr. Turner,6.5,301,"[36, 18]"
Labor Day,Par.,6900000.0,2014,19,2014-01-31,18000000,13371528,14189810,8050,[18],130150,en,9.258,2013-12-27,Labor Day,6.9,546,[18]
The Drop,FoxS,7900000.0,2014,16,2014-09-12,12600000,10724389,19054534,11084,"[18, 80]",154400,en,14.795,2014-09-12,The Drop,6.7,1215,"[18, 80]"
Addicted,LGF,41100000.0,2014,96,2014-10-10,5000000,17390770,17499242,11274,"[18, 53]",235271,en,8.295,2014-10-10,Addicted,5.3,103,"[18, 53]"
Inherent Vice,WB,6600000.0,2014,56,2014-12-12,20000000,8110975,14772346,11089,"[35, 10749, 80, 18, 9648]",171274,en,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,"[35, 10749, 80, 18, 9648]"
Inherent Vice,WB,6600000.0,2014,56,2014-12-12,20000000,8110975,14772346,14246,"[35, 10749, 80, 18, 9648]",171274,en,14.244000000000002,2015-01-09,Inherent Vice,6.6,1359,"[35, 10749, 80, 18, 9648]"
A Most Violent Year,A24,6300000.0,2014,68,2014-12-31,20000000,5749134,8846875,11115,"[80, 18, 53]",241239,en,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,"[80, 18, 53]"
A Most Violent Year,A24,6300000.0,2014,68,2014-12-31,20000000,5749134,8846875,14270,"[80, 18, 53]",241239,en,12.270999999999999,2014-12-31,A Most Violent Year,6.6,792,"[80, 18, 53]"
The Babadook,IFC,9300000.0,2014,41,2014-11-28,2000000,950792,7482387,11126,"[18, 27]",242224,en,11.502,2014-11-28,The Babadook,6.4,3528,"[18, 27]"
The Immigrant,Wein.,3800000.0,2014,72,2014-05-16,16000000,2013456,7585011,8106,"[18, 10749]",152599,en,8.145,2013-10-06,The Immigrant,6.2,438,"[18, 10749]"
Wish I Was Here,Focus,1900000.0,2014,61,2014-07-18,6000000,3591299,6591365,11319,"[18, 35]",231576,en,7.845,2014-01-18,Wish I Was Here,6.6,440,"[18, 35]"
The Skeleton Twins,RAtt.,41100000.0,2014,36,2014-09-12,1000000,5284309,5797192,11165,[18],244772,en,10.341,2014-09-12,The Skeleton Twins,6.7,394,[18]
Dear White People,RAtt.,41100000.0,2014,51,2014-10-17,1250000,4404154,5403771,11354,"[35, 18]",114750,en,7.455,2014-10-17,Dear White People,6.1,296,"[35, 18]"
The Lunchbox,SPC,41100000.0,2014,42,2014-02-28,1700000,4231500,12231500,11554,"[18, 10749]",191714,hi,5.888,2014-02-28,The Lunchbox,7.3,350,"[18, 10749]"
Ida,MBox,41100000.0,2014,3,2014-05-02,2600000,3827060,15298355,11344,[18],209274,pl,7.568,2014-05-02,Ida,7.3,455,[18]
Veronica Mars,WB,195000.0,2014,63,2014-03-14,6000000,3322127,3485383,11321,"[35, 18, 80]",177494,en,7.821000000000001,2014-03-14,Veronica Mars,6.7,699,"[35, 18, 80]"
Mommy,RAtt.,41100000.0,2014,1,2015-01-23,4900000,3498695,17536004,11142,[18],265177,en,11.095,2014-08-29,Mommy,8.3,1399,[18]
The Rover,A24,2100000.0,2014,47,2014-06-13,8500000,1109199,3180252,11102,"[80, 18]",157845,en,13.527999999999999,2014-07-18,The Rover,6.2,435,"[80, 18]"
Rosewater,ORF,41100000.0,2014,74,2014-11-14,10000000,3128941,3185717,11223,[18],222649,en,9.019,2014-11-07,Rosewater,6.7,121,[18]
Obvious Child,A24,41100000.0,2014,41,2014-06-06,1000000,3122616,3324070,11285,"[35, 10749]",248774,en,8.232000000000001,2014-06-06,Obvious Child,6.7,256,"[35, 10749]"
Kill the Messenger,Focus,41100000.0,2014,51,2014-10-10,5000000,2450846,6656705,11176,"[53, 80, 18, 9648]",245916,en,10.062000000000001,2014-10-10,Kill the Messenger,6.6,507,"[53, 80, 18, 9648]"
The Homesman,Saban,41100000.0,2014,70,2014-11-14,16000000,2429989,8217571,11286,"[37, 18]",264656,en,8.232000000000001,2014-08-29,The Homesman,6.5,389,"[37, 18]"
Tusk,A24,41100000.0,2014,28,2014-09-19,3000000,1821983,1887554,11251,"[35, 27, 18, 53]",246403,en,8.655,2014-09-19,Tusk,5.3,601,"[35, 27, 18, 53]"
Locke,A24,41100000.0,2014,37,2014-04-25,2000000,1370646,2088390,11219,"[18, 53]",210479,en,9.128,2014-04-25,Locke,6.9,1370,"[18, 53]"
Jackpot,DR,1100000.0,2014,17,2001-07-27,400000,44452,44452,7443,[35],241151,en,0.6,2012-07-14,Jackpot,6.0,1,[35]
Palo Alto,Trib.,41100000.0,2014,58,2014-05-09,1000000,767732,1156309,8193,[18],192132,en,7.2620000000000005,2014-05-09,Palo Alto,6.4,528,[18]
Palo Alto,Trib.,41100000.0,2014,58,2014-05-09,1000000,767732,1156309,11383,[18],192132,en,7.2620000000000005,2014-05-09,Palo Alto,6.4,528,[18]
Dom Hemingway,FoxS,41100000.0,2014,52,2014-04-02,7000000,523511,1857458,11384,"[35, 80, 18]",192134,en,7.254,2014-04-03,Dom Hemingway,5.8,302,"[35, 80, 18]"
The Face of Love,IFC,41100000.0,2014,29,2014-03-07,4000000,385069,1158877,11589,"[18, 10749]",214086,en,5.519,2014-03-07,The Face of Love,6.1,68,"[18, 10749]"
I Origins,FoxS,41100000.0,2014,70,2014-07-18,1000000,336472,852399,11264,"[878, 18]",244267,en,8.459,2014-07-18,I Origins,7.6,1814,"[878, 18]"
Rudderless,Gold.,41100000.0,2014,78,2014-10-17,5000000,56001,567219,11296,"[10402, 18, 35]",244403,en,8.03,2014-10-17,Rudderless,7.4,149,"[10402, 18, 35]"
Two Night Stand,EOne,41100000.0,2014,60,2014-09-26,1600000,15600,868081,11216,"[10749, 35]",286554,en,9.191,2014-09-26,Two Night Stand,6.5,1241,"[10749, 35]"
13 Sins,RTWC,41100000.0,2014,51,2014-04-18,4000000,9134,47552,11150,"[27, 53]",155084,en,10.899000000000001,2014-04-18,13 Sins,6.3,576,"[27, 53]"
Camp X-Ray,IFC,41100000.0,2014,92,2014-10-17,1000000,9837,101053,11082,[18],244506,en,15.237,2014-10-17,Camp X-Ray,6.8,618,[18]
Wolves,KE,41100000.0,2014,51,2014-11-14,18000000,0,94953,11254,"[27, 28]",290555,en,8.627,2014-11-14,Wolves,5.8,151,"[27, 28]"
Wolves,KE,41100000.0,2014,51,2014-11-14,18000000,0,94953,18121,[18],345909,en,4.27,2016-10-25,Wolves,5.8,22,[18]
Wolves,KE,41100000.0,2014,51,2014-11-14,18000000,0,94953,21404,[18],345909,en,4.27,2016-10-25,Wolves,5.8,22,[18]
Falcon Rising,Free,41100000.0,2014,54,2014-09-04,4500000,11774,11774,11177,"[12, 28]",270938,en,10.059,2014-09-05,Falcon Rising,5.8,126,"[12, 28]"
Anna,VE,41100000.0,2014,64,2014-06-06,4357373,0,1200000,22132,[27],481866,en,1.463,2017-10-17,Anna,3.1,8,[27]
Jurassic World,Uni.,1019.4,2015,34,2015-06-12,215000000,652270625,1648854864,14193,"[28, 12, 878, 53]",135397,en,20.709,2015-06-12,Jurassic World,6.6,14056,"[28, 12, 878, 53]"
Furious 7,Uni.,1163.0,2015,67,2015-04-03,190000000,353007020,1518722794,14196,"[28, 80, 53]",168259,en,20.396,2015-04-03,Furious 7,7.3,6538,"[28, 80, 53]"
Avengers: Age of Ultron,BV,946400000.0,2015,4,2015-05-01,330600000,459005868,1403013963,14169,"[28, 12, 878]",99861,en,44.383,2015-05-01,Avengers: Age of Ultron,7.3,13457,"[28, 12, 878]"
Minions,Uni.,823400000.0,2015,73,2015-07-10,74000000,336045770,1160336173,14351,"[10751, 16, 12, 35]",211672,en,9.338,2015-07-10,Minions,6.4,7343,"[10751, 16, 12, 35]"
Spectre,Sony,680600000.0,2015,10,2015-11-06,300000000,200074175,879620923,14175,"[28, 12, 80]",206647,en,30.318,2015-11-06,Spectre,6.4,6719,"[28, 12, 80]"
Spectre,Sony,680600000.0,2015,10,2015-11-06,300000000,200074175,879620923,17386,"[28, 12, 80]",206647,en,30.318,2015-11-06,Spectre,6.4,6719,"[28, 12, 80]"
Inside Out,BV,501100000.0,2015,98,2015-06-19,175000000,356461711,854235992,3016,"[18, 80]",70877,en,4.758,2011-09-27,Inside Out,4.4,18,"[18, 80]"
Inside Out,BV,501100000.0,2015,98,2015-06-19,175000000,356461711,854235992,14184,"[18, 35, 16, 10751]",150540,en,24.796999999999997,2015-06-19,Inside Out,8.0,12691,"[18, 35, 16, 10751]"
The Hunger Games: Mockingjay - Part 2,LGF,371700000.0,2015,39,2015-11-20,160000000,281723902,648986787,14202,"[28, 12, 878]",131634,en,19.487000000000002,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,"[28, 12, 878]"
The Hunger Games: Mockingjay - Part 2,LGF,371700000.0,2015,39,2015-11-20,160000000,281723902,648986787,17410,"[28, 12, 878]",131634,en,19.487000000000002,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.8,7609,"[28, 12, 878]"
The Martian,Fox,401700000.0,2015,46,2015-10-02,108000000,228433663,655271443,14188,"[18, 12, 878]",286217,en,22.855999999999998,2015-10-02,The Martian,7.7,12172,"[18, 12, 878]"
The Martian,Fox,401700000.0,2015,46,2015-10-02,108000000,228433663,655271443,17397,"[18, 12, 878]",286217,en,22.855999999999998,2015-10-02,The Martian,7.7,12172,"[18, 12, 878]"
Fifty Shades of Grey,Uni.,404800000.0,2015,78,2015-02-13,40000000,166167230,570998101,14191,"[18, 10749, 53]",216015,en,21.229,2015-02-13,Fifty Shades of Grey,5.4,6451,"[18, 10749, 53]"
The Revenant,Fox,349300000.0,2015,27,2015-12-25,135000000,183637894,532938302,14203,"[37, 18, 12]",281957,en,19.41,2015-12-25,The Revenant,7.4,11064,"[37, 18, 12]"
The Revenant,Fox,349300000.0,2015,27,2015-12-25,135000000,183637894,532938302,17411,"[37, 18, 12]",281957,en,19.41,2015-12-25,The Revenant,7.4,11064,"[37, 18, 12]"
Ant-Man,BV,339100000.0,2015,43,2015-07-17,130000000,180202163,518858449,14171,"[878, 28, 12]",102899,en,32.715,2015-07-17,Ant-Man,7.1,11949,"[878, 28, 12]"
Hotel Transylvania 2,Sony,305100000.0,2015,42,2015-09-25,80000000,169700110,469500298,14223,"[16, 35, 10751, 14]",159824,en,16.553,2015-09-25,Hotel Transylvania 2,6.7,3184,"[16, 35, 10751, 14]"
San Andreas,WB (NL),318800000.0,2015,19,2015-05-29,110000000,155190832,456258539,14179,"[28, 18, 53]",254128,en,27.414,2015-05-29,San Andreas,6.1,5125,"[28, 18, 53]"
Kingsman: The Secret Service,Fox,286100000.0,2015,29,2015-02-13,94000000,128261724,404561724,11037,"[80, 35, 28, 12]",207703,en,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,"[80, 35, 28, 12]"
Kingsman: The Secret Service,Fox,286100000.0,2015,29,2015-02-13,94000000,128261724,404561724,14181,"[80, 35, 28, 12]",207703,en,26.103,2015-02-13,Kingsman: The Secret Service,7.6,10287,"[80, 35, 28, 12]"
Mad Max: Fury Road,WB,224800000.0,2015,75,2015-05-15,150000000,153636354,370098020,14177,"[28, 12, 878]",76341,en,28.099,2015-05-15,Mad Max: Fury Road,7.4,14454,"[28, 12, 878]"
The Good Dinosaur,BV,209100000.0,2015,73,2015-11-25,187500000,123087120,333771037,14215,"[12, 16, 10751]",105864,en,17.675,2015-11-25,The Good Dinosaur,6.7,3135,"[12, 16, 10751]"
The Good Dinosaur,BV,209100000.0,2015,73,2015-11-25,187500000,123087120,333771037,17424,"[12, 16, 10751]",105864,en,17.675,2015-11-25,The Good Dinosaur,6.7,3135,"[12, 16, 10751]"
Taken 3,Fox,237200000.0,2015,18,2015-01-09,48000000,89256424,327656424,14178,"[53, 28]",260346,en,27.679000000000002,2015-01-09,Taken 3,6.1,3406,"[53, 28]"
The SpongeBob Movie: Sponge Out of Water,Par.,162200000.0,2015,74,2015-02-06,74000000,162994032,311013181,14250,"[12, 35, 10751, 14, 16]",228165,en,13.815,2015-02-06,The SpongeBob Movie: Sponge Out of Water,5.7,1165,"[12, 35, 10751, 14, 16]"
Maze Runner: The Scorch Trials,Fox,230600000.0,2015,38,2015-09-18,61000000,81697192,310566162,14218,"[28, 878, 53]",294254,en,17.31,2015-09-18,Maze Runner: The Scorch Trials,6.6,6365,"[28, 878, 53]"
Pitch Perfect 2,Uni.,103200000.0,2015,14,2015-05-15,29000000,184296230,287625468,14210,"[35, 10402]",254470,en,18.469,2015-05-15,Pitch Perfect 2,6.8,3599,"[35, 10402]"
Paddington,W/Dim.,191800000.0,2015,5,2015-01-16,55000000,76223578,258789097,14253,"[35, 12, 10751]",116149,en,13.565,2015-01-16,Paddington,7.0,1904,"[35, 12, 10751]"
The Peanuts Movie,Fox,116100000.0,2015,7,2015-11-06,99000000,130178411,250091610,14288,"[12, 35, 16, 10751]",227973,en,11.344000000000001,2015-11-01,The Peanuts Movie,6.6,894,"[12, 35, 16, 10751]"
The Peanuts Movie,Fox,116100000.0,2015,7,2015-11-06,99000000,130178411,250091610,17531,"[12, 35, 16, 10751]",227973,en,11.344000000000001,2015-11-01,The Peanuts Movie,6.6,894,"[12, 35, 16, 10751]"
Pixels,Sony,166100000.0,2015,59,2015-07-24,90000000,78765986,244041804,801,[878],136921,en,2.1719999999999997,2010-04-01,Pixels,7.1,35,[878]
Pixels,Sony,166100000.0,2015,59,2015-07-24,90000000,78765986,244041804,14187,"[28, 35, 878]",257344,en,23.029,2015-07-24,Pixels,5.6,4423,"[28, 35, 878]"
Alvin and the Chipmunks: The Road Chip,Fox,148900000.0,2015,56,2015-12-18,90000000,85886987,249517956,14235,"[12, 16, 35, 10751]",258509,en,14.972999999999999,2015-12-18,Alvin and the Chipmunks: The Road Chip,5.8,852,"[12, 16, 35, 10751]"
Ted 2,Uni.,135200000.0,2015,55,2015-06-26,68000000,81476385,217214143,14214,[35],214756,en,17.684,2015-06-26,Ted 2,6.1,4227,[35]
Tomorrowland,BV,115700000.0,2015,23,2015-05-22,170000000,93436322,206627518,14198,"[12, 10751, 9648, 878]",158852,en,20.136,2015-05-22,Tomorrowland,6.2,4610,"[12, 10751, 9648, 878]"
Straight Outta Compton,Uni.,40400000.0,2015,35,2015-08-14,28000000,161197785,202182981,14281,"[18, 10402]",277216,en,11.731,2015-08-14,Straight Outta Compton,7.7,2048,"[18, 10402]"
Straight Outta Compton,Uni.,40400000.0,2015,35,2015-08-14,28000000,161197785,202182981,17516,"[18, 10402]",277216,en,11.731,2015-08-14,Straight Outta Compton,7.7,2048,"[18, 10402]"
The Intern,WB,118800000.0,2015,6,2015-09-25,40000000,75764672,197115710,14241,[35],257211,en,14.377,2015-09-25,The Intern,7.1,3373,[35]
Jupiter Ascending,WB,136600000.0,2015,91,2015-02-06,179000000,47482519,181982519,14186,"[878, 14, 28, 12]",76757,en,24.058000000000003,2015-02-27,Jupiter Ascending,5.3,4401,"[878, 14, 28, 12]"
Creed,WB (NL),63800000.0,2015,91,2015-11-25,37000000,109767581,173567581,14225,[18],312221,en,16.355999999999998,2015-11-25,Creed,7.3,4010,[18]
Creed,WB (NL),63800000.0,2015,91,2015-11-25,37000000,109767581,173567581,17439,[18],312221,en,16.355999999999998,2015-11-25,Creed,7.3,4010,[18]
Fantastic Four,Fox,111900000.0,2015,98,2015-08-07,120000000,56117548,167849187,14224,"[28, 12, 878]",166424,en,16.36,2015-08-07,Fantastic Four,4.4,3837,"[28, 12, 878]"
Fantastic Four,Fox,111900000.0,2015,85,2005-07-08,87500000,154696080,333132750,14224,"[28, 12, 878]",166424,en,16.36,2015-08-07,Fantastic Four,4.4,3837,"[28, 12, 878]"
Bridge of Spies,BV,93200000.0,2015,10,2015-10-16,40000000,72313754,162498338,14261,"[53, 18]",296098,en,12.835999999999999,2015-10-16,Bridge of Spies,7.2,4313,"[53, 18]"
Bridge of Spies,BV,93200000.0,2015,10,2015-10-16,40000000,72313754,162498338,17488,"[53, 18]",296098,en,12.835999999999999,2015-10-16,Bridge of Spies,7.2,4313,"[53, 18]"
The Hateful Eight,Wein.,101600000.0,2015,33,2015-12-25,62000000,54117416,147864886,14194,"[80, 18, 9648, 37]",273248,en,20.680999999999997,2015-12-25,The Hateful Eight,7.7,8065,"[80, 18, 9648, 37]"
The Hateful Eight,Wein.,101600000.0,2015,33,2015-12-25,62000000,54117416,147864886,17403,"[80, 18, 9648, 37]",273248,en,20.680999999999997,2015-12-25,The Hateful Eight,7.7,8065,"[80, 18, 9648, 37]"
Goosebumps,Sony,70100000.0,2015,58,2015-10-16,58000000,80069458,158905324,14206,"[12, 27, 35]",257445,en,18.957,2015-10-16,Goosebumps,6.2,2147,"[12, 27, 35]"
Goosebumps,Sony,70100000.0,2015,58,2015-10-16,58000000,80069458,158905324,17416,"[12, 27, 35]",257445,en,18.957,2015-10-16,Goosebumps,6.2,2147,"[12, 27, 35]"
The Last Witch Hunter,LG/S,119600000.0,2015,96,2015-10-23,80000000,27367660,130818912,14221,"[14, 28, 12, 878]",274854,en,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,"[14, 28, 12, 878]"
The Last Witch Hunter,LG/S,119600000.0,2015,96,2015-10-23,80000000,27367660,130818912,17433,"[14, 28, 12, 878]",274854,en,16.685,2015-10-23,The Last Witch Hunter,5.8,2193,"[14, 28, 12, 878]"
Trainwreck,Uni.,30600000.0,2015,36,2015-07-17,35000000,110212700,141123897,14211,"[35, 10749]",271718,en,18.423,2015-07-17,Trainwreck,5.8,1731,"[35, 10749]"
The Big Short,Par.,63200000.0,2015,42,2015-12-11,28000000,70259870,133162752,14244,"[35, 18]",318846,en,14.327,2015-12-11,The Big Short,7.3,4657,"[35, 18]"
Pan,WB,93300000.0,2015,93,2015-10-09,150000000,35088320,151525973,14259,"[12, 10751, 14]",266647,en,13.054,2015-10-09,Pan,5.9,1701,"[12, 10751, 14]"
Magic Mike XXL,WB,56500000.0,2015,66,2015-07-01,14500000,66013057,123660597,14394,"[35, 18]",264999,en,8.681000000000001,2015-07-01,Magic Mike XXL,6.2,1110,"[35, 18]"
Seventh Son,Uni.,97000000.0,2015,24,2015-02-06,95000000,17725785,108874967,14189,"[12, 14]",68737,en,22.855999999999998,2015-02-06,Seventh Son,5.3,1549,"[12, 14]"
Get Hard,WB,21400000.0,2015,97,2015-03-27,40000000,90411453,106511453,14274,[35],257091,en,12.129000000000001,2015-03-27,Get Hard,6.0,1469,[35]
Paul Blart: Mall Cop 2,Sony,36600000.0,2015,60,2015-04-17,38000000,71091594,107650646,14229,"[28, 35, 10751]",256961,en,15.940999999999999,2015-04-17,Paul Blart: Mall Cop 2,5.0,900,"[28, 35, 10751]"
Sisters,Uni.,18000000.0,2015,57,2015-12-18,30000000,87044645,106030660,14294,[35],266294,en,10.993,2015-12-18,Sisters,5.9,922,[35]
Vacation,WB (NL),46000000.0,2015,28,2015-07-29,31000000,58884188,102306500,14247,[35],296099,en,14.227,2015-07-29,Vacation,6.2,1934,[35]
Chappie,Sony,70500000.0,2015,11,2015-03-06,49000000,31569268,105002056,14185,"[80, 28, 878]",198184,en,24.52,2015-03-06,Chappie,6.7,4995,"[80, 28, 878]"
Joy,Fox,44700000.0,2015,88,2015-12-25,60000000,56451232,101134059,14308,"[18, 35]",274479,en,10.305,2015-12-25,Joy,6.5,2723,"[18, 35]"
Black Mass,WB,37200000.0,2015,59,2015-09-18,53000000,62575678,98837872,14239,"[18, 80]",261023,en,14.645999999999999,2015-09-18,Black Mass,6.4,2020,"[18, 80]"
Black Mass,WB,37200000.0,2015,59,2015-09-18,53000000,62575678,98837872,22524,[27],455620,en,0.9590000000000001,2017-05-01,Black Mass,10.0,1,[27]
The Visit,Uni.,33200000.0,2015,56,2015-09-11,5000000,65206105,98677816,14311,"[27, 53, 9648]",298312,en,10.196,2015-09-11,The Visit,6.2,2634,"[27, 53, 9648]"
The Visit,Uni.,33200000.0,2015,56,2015-09-11,5000000,65206105,98677816,15583,[99],308063,en,1.4,2015-01-26,The Visit: An Alien Encounter,6.0,12,[99]
The Visit,Uni.,33200000.0,2015,56,2015-09-11,5000000,65206105,98677816,16404,[],458631,en,0.631,2015-05-01,The Visit,8.0,1,[]
Spotlight,ORF,53200000.0,2015,34,2015-11-06,20000000,45055776,92088460,14226,"[18, 53, 36]",314365,en,16.354,2015-11-06,Spotlight,7.8,4935,"[18, 53, 36]"
Spotlight,ORF,53200000.0,2015,34,2015-11-06,20000000,45055776,92088460,17440,"[18, 53, 36]",314365,en,16.354,2015-11-06,Spotlight,7.8,4935,"[18, 53, 36]"
Spotlight,ORF,53200000.0,2015,34,2015-11-06,20000000,45055776,92088460,26251,[],501956,en,0.6,2018-01-28,Spotlight,10.0,1,[]
In the Heart of the Sea,WB,68900000.0,2015,1,2015-12-11,100000000,25020758,89693309,14243,"[53, 18, 12, 28, 36]",205775,en,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,"[53, 18, 12, 28, 36]"
In the Heart of the Sea,WB,68900000.0,2015,1,2015-12-11,100000000,25020758,89693309,17468,"[53, 18, 12, 28, 36]",205775,en,14.33,2015-12-11,In the Heart of the Sea,6.6,2137,"[53, 18, 12, 28, 36]"
Southpaw,Wein.,39500000.0,2015,92,2015-07-24,30000000,52421953,94156456,14183,"[28, 18]",307081,en,25.305,2015-07-24,Southpaw,7.4,3424,"[28, 18]"
The Second Best Exotic Marigold Hotel,FoxS,52900000.0,2015,73,2015-03-06,10000000,33078266,90384306,14468,"[18, 35]",268238,en,7.731,2015-03-06,The Second Best Exotic Marigold Hotel,6.4,420,"[18, 35]"
Paper Towns,Fox,53500000.0,2015,68,2015-07-24,12000000,32000304,85450484,14283,"[18, 9648, 10749]",286565,en,11.564,2015-07-24,Paper Towns,6.0,3587,"[18, 9648, 10749]"
Sicario,LGF,38000000.0,2015,100,2015-09-18,30000000,46889293,84393749,14195,"[28, 80, 53]",273481,en,20.468,2015-09-18,Sicario,7.3,4475,"[28, 80, 53]"
Sicario,LGF,38000000.0,2015,100,2015-09-18,30000000,46889293,84393749,17404,"[28, 80, 53]",273481,en,20.468,2015-09-18,Sicario,7.3,4475,"[28, 80, 53]"
Hitman: Agent 47,Fox,59900000.0,2015,8,2015-08-21,35000000,22467450,82182803,14248,"[28, 80, 53]",249070,en,14.082,2015-08-21,Hitman: Agent 47,5.6,1764,"[28, 80, 53]"
The Wedding Ringer,SGem,15300000.0,2015,73,2015-01-16,23000000,64460211,80171596,14230,[35],252838,en,15.876,2015-01-16,The Wedding Ringer,6.5,961,[35]
Paranormal Activity: The Ghost Dimension,Par.,60600000.0,2015,7,2015-10-23,10000000,18297124,77959374,14429,"[27, 53]",146301,en,8.157,2015-10-23,Paranormal Activity: The Ghost Dimension,5.2,774,"[27, 53]"
Crimson Peak,Uni.,43600000.0,2015,33,2015-10-16,55000000,31090320,74966854,14326,"[18, 14, 27, 9648, 10749, 53]",201085,en,9.897,2015-10-16,Crimson Peak,6.5,2986,"[18, 14, 27, 9648, 10749, 53]"
Crimson Peak,Uni.,43600000.0,2015,33,2015-10-16,55000000,31090320,74966854,17582,"[18, 14, 27, 9648, 10749, 53]",201085,en,9.897,2015-10-16,Crimson Peak,6.5,2986,"[18, 14, 27, 9648, 10749, 53]"
The Transporter Refueled,EC,56600000.0,2015,34,2015-09-04,22000000,16029670,69698495,14255,"[53, 28, 80, 9648]",287948,en,13.427999999999999,2015-09-04,The Transporter Refueled,5.4,836,"[53, 28, 80, 9648]"
Run All Night,WB,45200000.0,2015,70,2015-03-13,50000000,26461644,66961644,14216,"[28, 18, 53]",241554,en,17.592,2015-03-13,Run All Night,6.4,1684,"[28, 18, 53]"
War Room,TriS,41100000.0,2015,66,2015-08-28,3000000,67790117,73975239,14494,"[18, 10749]",323272,en,7.419,2015-08-28,War Room,7.5,171,"[18, 10749]"
The Age of Adaline,LGF,23000000.0,2015,8,2015-04-24,30000000,42629776,68984536,14397,"[14, 18, 10749]",293863,en,8.559,2015-04-24,The Age of Adaline,7.4,3853,"[14, 18, 10749]"
Unfriended,Uni.,31600000.0,2015,14,2015-04-17,1000000,32789645,64364198,14432,"[27, 53]",277685,en,8.12,2015-04-17,Unfriended,5.4,2019,"[27, 53]"
The Longest Ride,Fox,25500000.0,2015,61,2015-04-10,34000000,37446117,63802928,14291,"[18, 10749]",228205,en,11.168,2015-04-10,The Longest Ride,7.5,1908,"[18, 10749]"
Brooklyn,FoxS,23800000.0,2015,79,2015-11-04,11000000,38322743,62076141,14276,"[18, 10749]",167073,en,12.083,2015-11-04,Brooklyn,7.3,1912,"[18, 10749]"
Brooklyn,FoxS,23800000.0,2015,79,2015-11-04,11000000,38322743,62076141,22572,"[18, 10402]",291678,fr,0.9159999999999999,2017-08-05,Brooklyn,6.0,1,"[18, 10402]"
Woman in Gold,Wein.,28300000.0,2015,81,2015-04-01,11000000,33307793,58586407,14464,[18],304357,en,7.76,2015-04-10,Woman in Gold,7.4,787,[18]
Krampus,Uni.,18800000.0,2015,28,2015-12-04,15000000,42725475,61788393,14346,"[27, 35, 14]",287903,en,9.417,2015-12-04,Krampus,6.0,1046,"[27, 35, 14]"
The Walk,TriS,51000000.0,2015,33,2015-09-30,35000000,10161183,61492104,14280,"[12, 18, 53]",285783,en,11.754000000000001,2015-10-02,The Walk,6.9,1906,"[12, 18, 53]"
The Perfect Guy,SGem,3200000.0,2015,78,2015-09-11,18000000,57027435,60278166,14574,"[18, 53]",304372,en,6.727,2015-09-11,The Perfect Guy,5.7,211,"[18, 53]"
