movie,studio,foreign_gross,year,id_x,release_date_x,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,popularity,release_date_y,title,vote_average,vote_count,parsed_genres
All Eyez on Me,LG/S,41100000.0,2017,91,2017-06-16,45000000,44922302,54876855,21106,"[18, 10402]",402529,en,7.249,2017-06-16,All Eyez on Me,6.4,695,"[18, 10402]"
mother!,Par.,26700000.0,2017,59,2017-09-15,30000000,17800004,42531076,20707,"[18, 27, 9648]",381283,en,15.227,2017-09-15,mother!,7.0,3458,"[18, 27, 9648]"
The Snowman,Uni.,36400000.0,2017,40,2017-10-20,35000000,6670765,43226146,20719,"[18, 80, 53, 27]",372343,en,14.581,2017-10-20,The Snowman,5.1,1225,"[18, 80, 53, 27]"
Gifted,FoxS,18200000.0,2017,4,2017-04-07,7000000,24801212,36964656,20682,"[18, 10751, 35]",400928,en,16.745,2017-04-12,Gifted,7.9,2035,"[18, 10751, 35]"
Fist Fight,WB (NL),8900000.0,2017,29,2017-02-17,25000000,32187017,40286416,20874,[35],345922,en,9.808,2017-02-17,Fist Fight,6.0,708,[35]
Diary of a Wimpy Kid: The Long Haul,Fox,19400000.0,2017,27,2017-05-19,22000000,20738724,35609577,20821,"[35, 10751]",417830,en,10.839,2017-05-19,Diary of a Wimpy Kid: The Long Haul,5.6,193,"[35, 10751]"
The House,WB (NL),8600000.0,2017,86,2017-06-30,40000000,25584504,31192425,20888,[35],345914,en,9.62,2017-06-30,The House,5.7,474,[35]
The Disaster Artist,A24,8700000.0,2017,100,2017-12-01,10000000,21120616,28717667,20740,"[35, 18]",371638,en,13.27,2017-12-01,The Disaster Artist,7.2,1895,"[35, 18]"
The Disaster Artist,A24,8700000.0,2017,100,2017-12-01,10000000,21120616,28717667,24028,"[35, 18]",371638,en,13.27,2017-12-01,The Disaster Artist,7.2,1895,"[35, 18]"
Home Again,ORF,41100000.0,2017,57,2017-09-08,15000000,27020284,37336874,20834,"[35, 18, 10749]",427900,en,10.478,2017-09-08,Home Again,5.9,659,"[35, 18, 10749]"
The Bye Bye Man,STX,4300000.0,2017,77,2017-01-13,7400000,22395806,31187727,20870,"[27, 53]",292280,en,9.847000000000001,2017-01-13,The Bye Bye Man,5.1,678,"[27, 53]"
Father Figures,WB,8100000.0,2017,56,2017-12-22,25000000,17501244,21038441,20754,[35],354861,en,12.45,2017-12-22,Father Figures,5.8,277,[35]
Father Figures,WB,8100000.0,2017,56,2017-12-22,25000000,17501244,21038441,24054,[35],354861,en,12.45,2017-12-22,Father Figures,5.8,277,[35]
The Founder,Wein.,11300000.0,2017,90,2017-01-20,15000000,12786053,24403192,17496,"[18, 36]",310307,en,12.349,2017-01-20,The Founder,7.0,2093,"[18, 36]"
The Founder,Wein.,11300000.0,2017,90,2017-01-20,15000000,12786053,24403192,20757,"[18, 36]",310307,en,12.349,2017-01-20,The Founder,7.0,2093,"[18, 36]"
The Lost City of Z,BST,10700000.0,2017,82,2017-04-14,30000000,8574339,17121823,17538,"[12, 18, 36]",314095,en,11.048,2017-04-21,The Lost City of Z,6.2,1397,"[12, 18, 36]"
The Lost City of Z,BST,10700000.0,2017,82,2017-04-14,30000000,8574339,17121823,20806,"[12, 18, 36]",314095,en,11.048,2017-04-21,The Lost City of Z,6.2,1397,"[12, 18, 36]"
The Space Between Us,STX,6900000.0,2017,84,2017-02-03,30000000,7885294,16481405,20721,"[10749, 12, 878, 18]",365942,en,14.437000000000001,2017-02-03,The Space Between Us,7.1,1455,"[10749, 12, 878, 18]"
Wish Upon,BG,41100000.0,2017,97,2017-07-14,12000000,14301505,23477345,20846,"[53, 27, 14]",440597,en,10.219,2017-07-14,Wish Upon,5.4,690,"[53, 27, 14]"
"Roman J. Israel, Esq.",Sony,1100000.0,2017,40,2017-11-17,22000000,11962712,12967012,20748,[18],413362,en,12.687999999999999,2017-11-17,"Roman J. Israel, Esq.",6.2,499,[18]
"Roman J. Israel, Esq.",Sony,1100000.0,2017,40,2017-11-17,22000000,11962712,12967012,24048,[18],413362,en,12.687999999999999,2017-11-17,"Roman J. Israel, Esq.",6.2,499,[18]
Battle of the Sexes,FoxS,41100000.0,2017,76,2017-09-22,25000000,12638526,18445379,20771,"[35, 18, 36]",369192,en,11.988,2017-09-22,Battle of the Sexes,6.9,1045,"[35, 18, 36]"
Battle of the Sexes,FoxS,41100000.0,2017,76,2017-09-22,25000000,12638526,18445379,24077,"[35, 18, 36]",369192,en,11.988,2017-09-22,Battle of the Sexes,6.9,1045,"[35, 18, 36]"
Before I Fall,ORF,41100000.0,2017,12,2017-03-03,5000000,12241072,18945682,20718,"[18, 9648, 53, 14]",397837,en,14.584000000000001,2017-03-03,Before I Fall,7.0,2135,"[18, 9648, 53, 14]"
Rock Dog,LG/S,41100000.0,2017,47,2017-02-24,60000000,9420546,24148488,20842,"[12, 16, 35, 10751, 10402]",333667,en,10.362,2017-02-24,Rock Dog,5.7,123,"[12, 16, 35, 10751, 10402]"
Stronger,RAtt.,4200000.0,2017,90,2017-09-22,30000000,4211129,8786752,21036,[18],395993,en,7.836,2017-09-22,Stronger,7.0,782,[18]
Tulip Fever,Wein.,5900000.0,2017,8,2017-09-01,25000000,2455635,6792768,20866,"[18, 10749]",257785,en,9.89,2017-08-25,Tulip Fever,6.4,307,"[18, 10749]"
Just Getting Started,BG,1600000.0,2017,44,2017-12-08,22000000,6069605,6756412,20975,"[28, 35]",398177,en,8.459,2017-12-08,Just Getting Started,4.9,94,"[28, 35]"
Just Getting Started,BG,1600000.0,2017,44,2017-12-08,22000000,6069605,6756412,24283,"[28, 35]",398177,en,8.459,2017-12-08,Just Getting Started,4.9,94,"[28, 35]"
All Saints,Affirm,140000.0,2017,12,2017-08-25,2000000,5802208,5941994,21423,"[18, 35]",450806,en,4.042,2017-08-25,All Saints,6.1,25,"[18, 35]"
The Florida Project,A24,41100000.0,2017,11,2017-10-06,2000000,5904366,11295324,20782,[18],394117,en,11.597000000000001,2017-10-06,The Florida Project,7.4,1125,[18]
Table 19,FoxS,1400000.0,2017,45,2017-03-03,5000000,3614896,4620399,21072,"[35, 18]",353569,en,7.551,2017-03-03,Table 19,6.0,604,"[35, 18]"
Collide,ORF,2500000.0,2017,13,2017-02-24,29200000,2280004,5466698,20936,"[53, 28]",195590,en,9.035,2017-02-24,Collide,5.6,331,"[53, 28]"
The Wall,RAtt.,2700000.0,2017,29,2017-05-12,3000000,1803064,4495262,21004,"[53, 10752, 18]",405775,en,8.142000000000001,2017-05-12,The Wall,6.1,407,"[53, 10752, 18]"
Friend Request,ENTMP,41100000.0,2017,48,2017-09-22,9900000,3759078,11310835,8883,[53],378029,en,2.1069999999999998,2013-05-05,Friend Request,5.5,43,[53]
Free Fire,A24,41100000.0,2017,83,2017-04-21,10000000,1799322,3793739,20768,"[28, 80, 9648]",334521,en,12.116,2017-04-21,Free Fire,6.3,540,"[28, 80, 9648]"
A Ghost Story,A24,41100000.0,2017,86,2017-07-07,100000,1594798,2769782,20776,"[18, 14, 10749]",428449,en,11.886,2017-07-07,A Ghost Story,7.0,906,"[18, 14, 10749]"
The Square,Magn.,41100000.0,2017,10,2010-04-09,1900000,406216,740932,8367,"[99, 18, 36]",159037,ar,5.596,2013-10-25,The Square,7.8,84,"[99, 18, 36]"
The Square,Magn.,41100000.0,2017,10,2010-04-09,1900000,406216,740932,20901,[18],401246,en,9.396,2017-10-27,The Square,6.9,606,[18]
The Square,Magn.,41100000.0,2017,100,2013-10-25,1500000,124244,176262,8367,"[99, 18, 36]",159037,ar,5.596,2013-10-25,The Square,7.8,84,"[99, 18, 36]"
The Square,Magn.,41100000.0,2017,100,2013-10-25,1500000,124244,176262,20901,[18],401246,en,9.396,2017-10-27,The Square,6.9,606,[18]
Patti Cake$,FoxS,682000.0,2017,56,2017-08-18,1000000,800148,1471090,21155,[18],426256,en,6.934,2017-08-18,Patti Cake$,7.0,122,[18]
Churchill,Cohen,41100000.0,2017,91,2017-06-02,10000000,1279681,7582196,21053,"[18, 53, 10752]",399790,en,7.692,2017-06-02,Churchill,6.1,150,"[18, 53, 10752]"
City of Ghosts,IFC,100000.0,2017,64,2003-04-25,17500000,325491,325491,21399,"[10752, 99]",428501,en,4.341,2017-07-14,City of Ghosts,7.1,24,"[10752, 99]"
The Journey,IFC,41100000.0,2017,59,2003-07-11,500000,19800,19800,21940,[18],408616,en,1.893,2017-06-16,The Journey,6.7,20,[18]
Avengers: Infinity War,BV,1369.5,2018,7,2018-04-27,300000000,678815482,2048134200,23811,"[12, 28, 14]",299536,en,80.773,2018-04-27,Avengers: Infinity War,8.3,13948,"[12, 28, 14]"
Black Panther,BV,646900000.0,2018,42,2018-02-16,200000000,700059566,1348258224,3444,"[28, 16]",86841,en,2.0580000000000003,2011-01-18,Black Panther,5.1,11,"[28, 16]"
Black Panther,BV,646900000.0,2018,42,2018-02-16,200000000,700059566,1348258224,23817,"[28, 12, 14, 878]",284054,en,44.14,2018-02-16,Black Panther,7.4,12365,"[28, 12, 14, 878]"
Jurassic World: Fallen Kingdom,Uni.,891800000.0,2018,13,2018-06-22,170000000,417719760,1305772799,23829,"[28, 12, 878]",351286,en,34.958,2018-06-22,Jurassic World: Fallen Kingdom,6.5,5995,"[28, 12, 878]"
Incredibles 2,BV,634200000.0,2018,44,2018-06-15,200000000,608581744,1242520711,23826,"[28, 12, 16, 10751]",260513,en,36.286,2018-06-15,Incredibles 2,7.6,6354,"[28, 12, 16, 10751]"
Aquaman,WB,812700000.0,2018,36,2018-12-21,160000000,335061807,1146894640,23824,"[28, 12, 14]",297802,en,38.102,2018-12-21,Aquaman,6.8,6155,"[28, 12, 14]"
Bohemian Rhapsody,Fox,687200000.0,2018,84,2018-11-02,55000000,216303339,894985342,23825,"[18, 10402]",424694,en,37.196999999999996,2018-11-02,Bohemian Rhapsody,8.1,7629,"[18, 10402]"
Deadpool 2,Fox,460500000.0,2018,15,2018-05-18,110000000,324591735,786680557,23823,"[28, 35, 12]",383498,en,38.894,2018-05-10,Deadpool 2,7.5,8773,"[28, 35, 12]"
Fantastic Beasts: The Crimes of Grindelwald,WB,494100000.0,2018,60,2018-11-16,200000000,159555901,652220086,23814,[12],338952,en,48.508,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,[12]
Ant-Man and the Wasp,BV,406000000.0,2018,41,2018-07-06,130000000,216648740,623144660,23816,"[28, 12, 878, 35]",363088,en,44.729,2018-07-06,Ant-Man and the Wasp,7.0,6290,"[28, 12, 878, 35]"
Ready Player One,WB,445200000.0,2018,78,2018-03-29,150000000,137690172,579290136,23840,"[12, 878]",333339,en,30.029,2018-03-29,Ready Player One,7.6,7021,"[12, 878]"
The Meg,WB,384800000.0,2018,94,2018-08-10,178000000,145443742,529530715,23836,"[28, 878, 53, 27]",345940,en,31.397,2018-08-10,The Meg,5.9,2896,"[28, 878, 53, 27]"
Hotel Transylvania 3: Summer Vacation,Sony,361100000.0,2018,77,2018-07-13,65000000,167500092,527079962,23851,"[10751, 14, 35, 16]",400155,en,26.815,2018-06-30,Hotel Transylvania 3: Summer Vacation,6.8,1673,"[10751, 14, 35, 16]"
Bumblebee,Par.,340800000.0,2018,62,2018-12-21,102000000,127195589,465195589,23820,"[28, 12, 878]",424783,en,43.078,2018-12-21,Bumblebee,6.5,2425,"[28, 12, 878]"
Solo: A Star Wars Story,BV,179200000.0,2018,12,2018-05-25,275000000,213767512,393151347,23845,"[28, 12, 878]",348350,en,29.502,2018-05-25,Solo: A Star Wars Story,6.6,3838,"[28, 12, 878]"
Fifty Shades Freed,Uni.,271500000.0,2018,97,2018-02-09,55000000,100407760,371350619,23882,"[18, 10749]",337167,en,22.511999999999997,2018-02-09,Fifty Shades Freed,6.1,3535,"[18, 10749]"
Peter Rabbit,Sony,236000000.0,2018,97,2018-02-09,50000000,115234093,347136477,23961,"[16, 12, 10751]",381719,en,15.974,2018-02-09,Peter Rabbit,6.5,650,"[16, 12, 10751]"
Mary Poppins Returns,BV,177600000.0,2018,45,2018-12-19,130000000,171958438,341528518,23839,"[14, 10751, 35]",400650,en,30.419,2018-12-19,Mary Poppins Returns,6.6,1457,"[14, 10751, 35]"
A Quiet Place,Par.,152900000.0,2018,66,2018-04-06,17000000,188024361,334522294,23847,"[18, 27, 53, 878]",447332,en,29.154,2018-04-06,A Quiet Place,7.3,5848,"[18, 27, 53, 878]"
Green Book,Uni.,234700000.0,2018,71,2018-11-16,23000000,85080171,322034439,23827,"[18, 35]",490132,en,36.284,2018-11-16,Green Book,8.3,3499,"[18, 35]"
Skyscraper,Uni.,236400000.0,2018,78,2018-07-13,125000000,68420120,304115534,23855,[28],447200,en,26.229,2018-07-13,Skyscraper,6.1,2177,[28]
Maze Runner: The Death Cure,Fox,230200000.0,2018,40,2018-01-26,61000000,58032443,265878536,23875,"[28, 878]",336843,en,23.166,2018-01-26,Maze Runner: The Death Cure,7.0,3894,"[28, 878]"
Tomb Raider,WB,216400000.0,2018,70,2018-03-16,90000000,58250803,273477501,23866,"[28, 12, 14]",338970,en,24.968000000000004,2018-03-16,Tomb Raider,6.3,4310,"[28, 12, 14]"
Crazy Rich Asians,WB,64000000.0,2018,38,2018-08-15,30000000,174532921,238099711,23919,"[35, 18, 10749]",455207,en,17.969,2018-08-15,Crazy Rich Asians,7.1,1496,"[35, 18, 10749]"
Smallfoot,WB,130900000.0,2018,69,2018-09-28,80000000,83240103,213691277,23854,"[16, 10751, 12, 14]",446894,en,26.230999999999998,2018-09-28,Smallfoot,6.6,600,"[16, 10751, 12, 14]"
Creed II,MGM,98300000.0,2018,96,2018-11-21,50000000,115715889,213591522,23850,[18],480530,en,26.906999999999996,2018-11-21,Creed II,6.7,2236,[18]
The Equalizer 2,Sony,88300000.0,2018,21,2018-07-20,77000000,102084362,190453132,23877,"[53, 28, 80]",345887,en,22.961,2018-07-20,The Equalizer 2,6.4,2089,"[53, 28, 80]"
The Nutcracker and the Four Realms,BV,119100000.0,2018,35,2018-11-02,132900000,54858851,170293899,23853,"[14, 12, 10751]",426543,en,26.235,2018-11-02,The Nutcracker and the Four Realms,6.0,909,"[14, 12, 10751]"
The Mule,WB,68700000.0,2018,100,2018-12-14,50000000,103804407,170857676,11518,"[80, 35]",253272,en,6.1610000000000005,2014-03-10,The Mule,6.4,77,"[80, 35]"
The Mule,WB,68700000.0,2018,100,2018-12-14,50000000,103804407,170857676,23832,"[80, 18, 53]",504172,en,33.83,2018-12-14,The Mule,6.5,1584,"[80, 18, 53]"
Insidious: The Last Key,Uni.,100100000.0,2018,45,2018-01-05,10000000,67745330,167885588,23959,"[9648, 27, 53]",406563,en,16.017,2018-01-05,Insidious: The Last Key,6.1,1306,"[9648, 27, 53]"
Red Sparrow,Fox,104700000.0,2018,52,2018-03-02,69000000,46874505,145951861,23916,"[9648, 53]",401981,en,18.117,2018-03-02,Red Sparrow,6.5,3406,"[9648, 53]"
The First Purge,Uni.,67500000.0,2018,49,2018-07-04,13000000,69488745,136617305,23849,"[28, 878, 53, 27]",442249,en,28.44,2018-07-04,The First Purge,5.8,1846,"[28, 878, 53, 27]"
A Wrinkle in Time,BV,32200000.0,2018,58,2018-03-09,103000000,100478608,133401882,24051,"[12, 878, 10751, 14]",407451,en,12.529000000000002,2018-03-09,A Wrinkle in Time,5.0,1073,"[12, 878, 10751, 14]"
Instant Family,Par.,53200000.0,2018,20,2018-11-16,48000000,67363237,119736188,23881,"[35, 18]",491418,en,22.634,2018-11-16,Instant Family,7.6,782,"[35, 18]"
The Commuter,LGF,83600000.0,2018,62,2018-01-12,40000000,36343858,101985431,23904,"[28, 53]",399035,en,20.063,2018-01-12,The Commuter,6.2,2394,"[28, 53]"
Game Night,WB (NL),48500000.0,2018,94,2018-02-23,37000000,69179066,117378084,23908,"[9648, 35, 80]",445571,en,19.459,2018-02-23,Game Night,6.9,2756,"[9648, 35, 80]"
First Man,Uni.,60800000.0,2018,6,2018-10-12,60000000,44936545,105203825,23878,"[36, 18]",369972,en,22.958000000000002,2018-10-12,First Man,7.1,2304,"[36, 18]"
Alpha,Studio 8,62300000.0,2018,79,2018-08-17,51000000,35851379,99624873,23867,"[12, 18]",399360,en,24.535999999999998,2018-08-17,Alpha,5.9,1167,"[12, 18]"
A Simple Favor,LGF,44100000.0,2018,24,2018-09-14,20000000,53548586,97628717,23892,"[53, 80, 9648, 35, 18]",484247,en,21.121,2018-09-14,A Simple Favor,6.6,1756,"[53, 80, 9648, 35, 18]"
The Favourite,FoxS,61600000.0,2018,39,2018-11-23,15000000,34366783,94113929,23848,"[18, 36, 35]",375262,en,28.651,2018-11-23,The Favourite,7.7,2096,"[18, 36, 35]"
Truth or Dare,Uni.,53900000.0,2018,91,2018-04-13,3500000,41411015,95127344,5393,"[27, 53, 9648]",101179,en,8.102,2012-08-06,Truth or Dare,5.6,194,"[27, 53, 9648]"
Truth or Dare,Uni.,53900000.0,2018,91,2018-04-13,3500000,41411015,95127344,9685,[27],227907,en,0.84,2013-09-13,Truth or Dare,4.7,3,[27]
Truth or Dare,Uni.,53900000.0,2018,91,2018-04-13,3500000,41411015,95127344,13528,[28],479967,en,0.6,2014-06-15,Truth or Dare,7.0,1,[28]
Truth or Dare,Uni.,53900000.0,2018,91,2018-04-13,3500000,41411015,95127344,21398,[27],480210,en,4.354,2017-10-08,Truth or Dare,5.2,50,[27]
Truth or Dare,Uni.,53900000.0,2018,91,2018-04-13,3500000,41411015,95127344,23999,"[53, 27]",460019,en,14.354000000000001,2018-04-13,Truth or Dare,6.0,2005,"[53, 27]"
I Feel Pretty,STX,45700000.0,2018,99,2018-04-20,32000000,48795601,91553797,23950,[35],460668,en,16.298,2018-04-20,I Feel Pretty,6.4,1088,[35]
Blockers,Uni.,33700000.0,2018,60,2018-04-06,21000000,60311495,94045328,23886,[35],437557,en,21.840999999999998,2018-04-06,Blockers,6.1,969,[35]
Goosebumps 2: Haunted Halloween,Sony,46600000.0,2018,63,2018-10-12,35000000,46697321,93291478,23900,"[12, 35, 14, 10751, 27]",442062,en,20.238,2018-10-12,Goosebumps 2: Haunted Halloween,5.6,428,"[12, 35, 14, 10751, 27]"
BlacKkKlansman,Focus,44000000.0,2018,21,2018-08-10,15000000,49275340,93017335,23864,"[80, 18]",487558,en,25.101,2018-07-30,BlacKkKlansman,7.6,3138,"[80, 18]"
Sherlock Gnomes,Par.,47100000.0,2018,54,2018-03-23,59000000,43242871,87527651,24038,"[10749, 16, 35, 10751, 14, 9648, 12]",370567,en,12.987,2018-03-23,Sherlock Gnomes,5.4,343,"[10749, 16, 35, 10751, 14, 9648, 12]"
Mortal Engines,Uni.,67700000.0,2018,4,2018-12-14,100000000,15951040,85287417,23821,"[12, 14]",428078,en,40.095,2018-12-14,Mortal Engines,6.0,1751,"[12, 14]"
Den of Thieves,STX,35600000.0,2018,3,2018-01-19,30000000,44947622,80131391,23880,"[28, 53, 80]",449443,en,22.738000000000003,2018-01-19,Den of Thieves,6.6,1244,"[28, 53, 80]"
Hereditary,A24,35300000.0,2018,56,2018-06-08,10000000,44069456,70133905,23856,"[27, 9648, 53]",493922,en,26.185,2018-06-08,Hereditary,7.0,2491,"[27, 9648, 53]"
Tag,WB (NL),23400000.0,2018,50,2018-06-15,28000000,54730625,77026186,15609,[18],438568,en,1.4,2015-05-04,Tag,4.0,1,[18]
Tag,WB (NL),23400000.0,2018,50,2018-06-15,28000000,54730625,77026186,23914,"[35, 18]",455980,en,18.5,2018-06-15,Tag,6.8,1297,"[35, 18]"
Vice,Annapurna,28200000.0,2018,100,2018-12-25,60000000,47836282,70883171,14240,"[53, 878, 28, 12]",307663,en,14.640999999999998,2015-01-16,Vice,4.3,312,"[53, 878, 28, 12]"
Vice,Annapurna,28200000.0,2018,100,2018-12-25,60000000,47836282,70883171,23902,"[18, 36, 35]",429197,en,20.125,2018-12-25,Vice,7.1,1213,"[18, 36, 35]"
Widows,Fox,33600000.0,2018,50,2018-11-16,40000000,42402632,73866088,23895,"[80, 53]",401469,en,20.628,2018-11-16,Widows,6.5,941,"[80, 53]"
Sicario: Day of the Soldado,Sony,25800000.0,2018,59,2018-06-29,35000000,50065850,75885196,23843,"[28, 80, 18, 53]",400535,en,29.725,2018-06-29,Sicario: Day of the Soldado,6.7,1317,"[28, 80, 18, 53]"
Second Act,STX,33000000.0,2018,83,2018-12-21,15700000,39282227,63288854,23948,"[10749, 35]",503616,en,16.322,2018-12-21,Second Act,6.2,361,"[10749, 35]"
Book Club,Par.,41100000.0,2018,43,2018-05-18,10000000,68566296,91113683,16567,[35],340042,en,0.6,2015-05-13,Book Club,10.0,1,[35]
Book Club,Par.,41100000.0,2018,43,2018-05-18,10000000,68566296,91113683,24092,"[35, 10749, 18]",502682,en,11.514000000000001,2018-05-18,Book Club,6.0,301,"[35, 10749, 18]"
12 Strong,WB,21600000.0,2018,64,2018-01-19,35000000,45819713,71118378,24032,"[10752, 18, 36, 28]",429351,en,13.183,2018-01-19,12 Strong,5.6,1312,"[10752, 18, 36, 28]"
"Love, Simon",Fox,25500000.0,2018,57,2018-03-16,10000000,40826341,65520633,23970,"[35, 18, 10749]",449176,en,15.607999999999999,2018-03-16,"Love, Simon",8.2,3165,"[35, 18, 10749]"
Mile 22,STX,30200000.0,2018,78,2018-08-17,35000000,36108758,66295121,23891,[28],347375,en,21.246,2018-08-17,Mile 22,6.0,920,[28]
Life of the Party,WB (NL),12800000.0,2018,88,2018-05-11,30000000,53059911,65759911,24014,[35],399796,en,13.696,2018-05-11,Life of the Party,6.2,435,[35]
Adrift,STX,28500000.0,2018,89,2018-06-01,35000000,31445011,57897191,10308,[99],245927,en,0.6,2013-07-01,Adrift,7.0,1,[99]
Adrift,STX,28500000.0,2018,89,2018-06-01,35000000,31445011,57897191,23941,"[53, 10749, 12]",429300,en,16.785999999999998,2018-06-01,Adrift,6.7,1264,"[53, 10749, 12]"
The 15:17 to Paris,WB,20800000.0,2018,23,2018-02-09,30000000,36276286,56096200,24089,"[18, 36, 53]",453201,en,11.575999999999999,2018-02-09,The 15:17 to Paris,5.3,799,"[18, 36, 53]"
Early Man,LGF,46400000.0,2018,98,2018-02-16,50000000,8267544,45285890,23943,"[10751, 35, 16, 12]",387592,en,16.675,2018-02-16,Early Man,5.9,338,"[10751, 35, 16, 12]"
Peppermint,STX,18400000.0,2018,21,2018-09-07,25000000,35418723,51800758,23834,"[53, 28, 18]",458594,en,32.476,2018-09-07,Peppermint,6.5,716,"[53, 28, 18]"
Slender Man,SGem,21200000.0,2018,80,2018-08-10,10000000,30564825,51723644,23932,"[9648, 53, 27]",439015,en,16.999000000000002,2018-08-10,Slender Man,4.0,712,"[9648, 53, 27]"
Uncle Drew,LG/S,4200000.0,2018,85,2018-06-29,18000000,42469946,46527161,24120,[35],474335,en,10.835999999999999,2018-06-29,Uncle Drew,6.5,220,[35]
Mary Queen of Scots,Focus,29900000.0,2018,60,2018-12-07,25000000,16468499,46734733,23956,"[18, 36]",457136,en,16.115,2018-12-07,Mary Queen of Scots,6.6,592,"[18, 36]"
The Possession of Hannah Grace,SGem,28200000.0,2018,37,2018-11-30,6000000,14836174,42785387,23898,"[27, 18]",434555,en,20.262999999999998,2018-11-30,The Possession of Hannah Grace,5.1,393,"[27, 18]"
The Darkest Minds,Fox,28400000.0,2018,64,2018-08-03,34000000,12695691,38361428,23870,"[878, 53]",445651,en,23.967,2018-08-03,The Darkest Minds,6.8,1158,"[878, 53]"
On the Basis of Sex,Focus,13600000.0,2018,81,2018-12-25,20000000,24622687,38073377,23833,"[18, 36]",339380,en,32.624,2018-12-25,On the Basis of Sex,7.4,225,"[18, 36]"
The Hate U Give,Fox,5200000.0,2018,78,2018-10-05,23000000,29719483,35067665,23912,"[80, 18]",470044,en,19.135,2018-10-19,The Hate U Give,8.2,636,"[80, 18]"
White Boy Rick,Studio 8,1900000.0,2018,42,2018-09-14,30000000,24004833,25947983,24009,"[80, 18]",438808,en,13.794,2018-09-14,White Boy Rick,6.3,277,"[80, 18]"
Winchester,LGF,41100000.0,2018,95,2018-02-02,3500000,25091816,44378040,24055,"[14, 9648, 53, 27]",416234,en,12.44,2018-02-02,Winchester,5.7,884,"[14, 9648, 53, 27]"
"Paul, Apostle of Christ",Affirm,5500000.0,2018,95,2018-03-23,5000000,17547999,25529498,24076,[36],476968,en,12.005,2018-03-28,"Paul, Apostle of Christ",7.1,98,[36]
Proud Mary,SGem,876000.0,2018,50,2018-01-12,30000000,20868638,21709539,24212,"[53, 28, 80]",442064,en,9.371,2018-01-12,Proud Mary,5.5,259,"[53, 28, 80]"
If Beale Street Could Talk,Annapurna,5700000.0,2018,96,2018-12-14,12000000,14915773,19859167,24020,"[18, 10749, 80]",465914,en,13.579,2018-12-14,If Beale Street Could Talk,7.2,388,"[18, 10749, 80]"
Hell Fest,LGF,7100000.0,2018,20,2018-09-28,5500000,11107431,18119231,24039,[27],429476,en,12.955,2018-09-28,Hell Fest,5.5,273,[27]
Unfriended: Dark Web,BH Tilt,6300000.0,2018,29,2018-07-20,1000000,8866745,16434588,23920,[27],505058,en,17.861,2018-07-20,Unfriended: Dark Web,6.1,365,[27]
